date,year,month_num,month,area,area_source_label,area_type,parent_area,component,count,method,tent_multiplier,vehicle_multiplier,fellowship_month,flag
2018-04-01,2018,4,Apr,Cortez,Cortez,neighborhood,,tent,2.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,Cortez,Cortez,neighborhood,,total,44.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,Cortez,Cortez,neighborhood,,vehicle,1.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,East Village,East Village,neighborhood,,individual,370.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,East Village,East Village,neighborhood,,tent,62.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,East Village,East Village,neighborhood,,total,502.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,East Village,East Village,neighborhood,,vehicle,14.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,Gaslamp,Gaslamp,neighborhood,,individual,51.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,Gaslamp,Gaslamp,neighborhood,,tent,0.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,Gaslamp,Gaslamp,neighborhood,,total,51.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,Marina,Marina,neighborhood,,individual,35.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,Marina,Marina,neighborhood,,tent,0.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,Marina,Marina,neighborhood,,total,37.0,APR2017,1.75,1.66,False,
2018-04-01,2018,4,Apr,Marina,Marina,neighborhood,,vehicle,1.0,APR2017,1.75,1.66,False,
2018-05-01,2018,5,May,East Village - North East,North East EV,ev_subarea,East Village,total,75.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,East Village - North West,North West EV,ev_subarea,East Village,total,84.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,East Village - South East,South East EV,ev_subarea,East Village,total,320.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,East Village - South West,South West EV,ev_subarea,East Village,total,44.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,City Center,Core,neighborhood,,individual,151.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,City Center,Core,neighborhood,,tent,14.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,City Center,Core,neighborhood,,total,180.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,City Center,Core,neighborhood,,vehicle,2.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Columbia,Columbia,neighborhood,,individual,35.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Columbia,Columbia,neighborhood,,tent,6.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Columbia,Columbia,neighborhood,,total,46.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Columbia,Columbia,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Cortez,Cortez,neighborhood,,individual,41.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Cortez,Cortez,neighborhood,,tent,6.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Cortez,Cortez,neighborhood,,total,52.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Cortez,Cortez,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,East Village,East Village,neighborhood,,individual,363.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,East Village,East Village,neighborhood,,tent,66.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,East Village,East Village,neighborhood,,total,523.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,East Village,East Village,neighborhood,,vehicle,22.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Gaslamp,Gaslamp,neighborhood,,individual,62.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Gaslamp,Gaslamp,neighborhood,,tent,2.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Gaslamp,Gaslamp,neighborhood,,total,68.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Gaslamp,Gaslamp,neighborhood,,vehicle,1.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Marina,Marina,neighborhood,,individual,22.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Marina,Marina,neighborhood,,tent,6.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Marina,Marina,neighborhood,,total,35.0,MAY2018,1.75,2.03,True,
2018-05-01,2018,5,May,Marina,Marina,neighborhood,,vehicle,1.0,MAY2018,1.75,2.03,True,
2018-06-01,2018,6,Jun,East Village - North East,North East EV,ev_subarea,East Village,total,73.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,East Village - North West,North West EV,ev_subarea,East Village,total,88.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,East Village - South East,South East EV,ev_subarea,East Village,total,265.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,East Village - South West,South West EV,ev_subarea,East Village,total,33.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,City Center,Core,neighborhood,,individual,110.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,City Center,Core,neighborhood,,tent,2.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,City Center,Core,neighborhood,,total,118.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,City Center,Core,neighborhood,,vehicle,2.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Columbia,Columbia,neighborhood,,individual,46.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Columbia,Columbia,neighborhood,,tent,3.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Columbia,Columbia,neighborhood,,total,53.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Columbia,Columbia,neighborhood,,vehicle,1.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Cortez,Cortez,neighborhood,,individual,35.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Cortez,Cortez,neighborhood,,tent,3.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Cortez,Cortez,neighborhood,,total,40.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Cortez,Cortez,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,East Village,East Village,neighborhood,,individual,348.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,East Village,East Village,neighborhood,,tent,52.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,East Village,East Village,neighborhood,,total,459.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,East Village,East Village,neighborhood,,vehicle,10.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Gaslamp,Gaslamp,neighborhood,,individual,39.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Gaslamp,Gaslamp,neighborhood,,tent,0.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Gaslamp,Gaslamp,neighborhood,,total,39.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Marina,Marina,neighborhood,,individual,48.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Marina,Marina,neighborhood,,tent,1.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Marina,Marina,neighborhood,,total,50.0,MAY2018,1.75,2.03,False,
2018-06-01,2018,6,Jun,Marina,Marina,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,False,
2018-07-01,2018,7,Jul,East Village - North East,North East EV,ev_subarea,East Village,total,102.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,East Village - North West,North West EV,ev_subarea,East Village,total,100.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,East Village - South East,South East EV,ev_subarea,East Village,total,385.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,East Village - South West,South West EV,ev_subarea,East Village,total,34.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,City Center,Core,neighborhood,,individual,132.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,City Center,Core,neighborhood,,tent,3.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,City Center,Core,neighborhood,,total,139.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,City Center,Core,neighborhood,,vehicle,1.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Columbia,Columbia,neighborhood,,individual,32.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Columbia,Columbia,neighborhood,,tent,3.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Columbia,Columbia,neighborhood,,total,37.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Columbia,Columbia,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Cortez,Cortez,neighborhood,,individual,40.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Cortez,Cortez,neighborhood,,tent,4.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Cortez,Cortez,neighborhood,,total,47.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Cortez,Cortez,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,East Village,East Village,neighborhood,,individual,451.0,MAY2018,1.75,2.03,True,component_total_mismatch
2018-07-01,2018,7,Jul,East Village,East Village,neighborhood,,tent,67.0,MAY2018,1.75,2.03,True,component_total_mismatch
2018-07-01,2018,7,Jul,East Village,East Village,neighborhood,,total,621.0,MAY2018,1.75,2.03,True,component_total_mismatch
2018-07-01,2018,7,Jul,East Village,East Village,neighborhood,,vehicle,32.0,MAY2018,1.75,2.03,True,component_total_mismatch
2018-07-01,2018,7,Jul,Gaslamp,Gaslamp,neighborhood,,individual,45.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Gaslamp,Gaslamp,neighborhood,,tent,0.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Gaslamp,Gaslamp,neighborhood,,total,45.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Marina,Marina,neighborhood,,individual,33.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Marina,Marina,neighborhood,,tent,2.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Marina,Marina,neighborhood,,total,37.0,MAY2018,1.75,2.03,True,
2018-07-01,2018,7,Jul,Marina,Marina,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,East Village - North East,North East EV,ev_subarea,East Village,total,78.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,East Village - North West,North West EV,ev_subarea,East Village,total,101.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,East Village - South East,South East EV,ev_subarea,East Village,total,360.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,East Village - South West,South West EV,ev_subarea,East Village,total,43.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,City Center,Core,neighborhood,,individual,142.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,City Center,Core,neighborhood,,tent,2.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,City Center,Core,neighborhood,,total,146.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,City Center,Core,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Columbia,Columbia,neighborhood,,individual,45.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Columbia,Columbia,neighborhood,,tent,6.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Columbia,Columbia,neighborhood,,total,56.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Columbia,Columbia,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Cortez,Cortez,neighborhood,,individual,49.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Cortez,Cortez,neighborhood,,tent,3.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Cortez,Cortez,neighborhood,,total,54.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Cortez,Cortez,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,East Village,East Village,neighborhood,,individual,470.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,East Village,East Village,neighborhood,,tent,44.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,East Village,East Village,neighborhood,,total,582.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,East Village,East Village,neighborhood,,vehicle,17.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Gaslamp,Gaslamp,neighborhood,,individual,55.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Gaslamp,Gaslamp,neighborhood,,tent,0.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Gaslamp,Gaslamp,neighborhood,,total,55.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Marina,Marina,neighborhood,,individual,56.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Marina,Marina,neighborhood,,tent,6.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Marina,Marina,neighborhood,,total,72.0,MAY2018,1.75,2.03,True,
2018-08-01,2018,8,Aug,Marina,Marina,neighborhood,,vehicle,3.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,East Village - North East,North East EV,ev_subarea,East Village,total,90.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,East Village - North West,North West EV,ev_subarea,East Village,total,86.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,East Village - South East,South East EV,ev_subarea,East Village,total,299.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,East Village - South West,South West EV,ev_subarea,East Village,total,26.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,City Center,Core,neighborhood,,individual,122.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,City Center,Core,neighborhood,,tent,4.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,City Center,Core,neighborhood,,total,129.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,City Center,Core,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Columbia,Columbia,neighborhood,,individual,21.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Columbia,Columbia,neighborhood,,tent,3.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Columbia,Columbia,neighborhood,,total,26.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Columbia,Columbia,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Cortez,Cortez,neighborhood,,individual,30.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Cortez,Cortez,neighborhood,,tent,1.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Cortez,Cortez,neighborhood,,total,32.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Cortez,Cortez,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,East Village,East Village,neighborhood,,individual,369.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,East Village,East Village,neighborhood,,tent,67.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,East Village,East Village,neighborhood,,total,501.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,East Village,East Village,neighborhood,,vehicle,7.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Gaslamp,Gaslamp,neighborhood,,individual,51.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Gaslamp,Gaslamp,neighborhood,,tent,1.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Gaslamp,Gaslamp,neighborhood,,total,53.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Marina,Marina,neighborhood,,individual,32.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Marina,Marina,neighborhood,,tent,8.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Marina,Marina,neighborhood,,total,46.0,MAY2018,1.75,2.03,True,
2018-09-01,2018,9,Sep,Marina,Marina,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,True,
2018-10-01,2018,10,Oct,East Village - North East,North East EV,ev_subarea,East Village,total,60.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,East Village - North West,North West EV,ev_subarea,East Village,total,102.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,East Village - South East,South East EV,ev_subarea,East Village,total,307.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,East Village - South West,South West EV,ev_subarea,East Village,total,35.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,City Center,Core,neighborhood,,individual,86.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,City Center,Core,neighborhood,,tent,10.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,City Center,Core,neighborhood,,total,104.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,City Center,Core,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Columbia,Columbia,neighborhood,,individual,27.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Columbia,Columbia,neighborhood,,tent,4.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Columbia,Columbia,neighborhood,,total,34.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Columbia,Columbia,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Cortez,Cortez,neighborhood,,individual,16.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Cortez,Cortez,neighborhood,,tent,0.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Cortez,Cortez,neighborhood,,total,16.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Cortez,Cortez,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,East Village,East Village,neighborhood,,individual,398.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,East Village,East Village,neighborhood,,tent,56.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,East Village,East Village,neighborhood,,total,504.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,East Village,East Village,neighborhood,,vehicle,4.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Gaslamp,Gaslamp,neighborhood,,individual,52.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Gaslamp,Gaslamp,neighborhood,,tent,0.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Gaslamp,Gaslamp,neighborhood,,total,52.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Gaslamp,Gaslamp,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Marina,Marina,neighborhood,,individual,25.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Marina,Marina,neighborhood,,tent,2.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Marina,Marina,neighborhood,,total,29.0,MAY2018,1.75,2.03,False,
2018-10-01,2018,10,Oct,Marina,Marina,neighborhood,,vehicle,0.0,MAY2018,1.75,2.03,False,
2018-11-01,2018,11,Nov,East Village - North East,North East EV,ev_subarea,East Village,total,55.0,MAY2018,1.75,2.03,True,
2018-11-01,2018,11,Nov,East Village - North West,North West EV,ev_subarea,East Village,total,73.0,MAY2018,1.75,2.03,True,
2018-11-01,2018,11,Nov,East Village - South East,South East EV,ev_subarea,East Village,total,219.0,MAY2018,1.75,2.03,True,
2018-11-01,2018,11,Nov,East Village - South West,South West EV,ev_subarea,East Village,total,127.0,MAY2018,1.75,2.03,True,
2018-11-01,2018,11,Nov,City Center,Core,neighborhood,,individual,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,City Center,Core,neighborhood,,tent,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,City Center,Core,neighborhood,,total,146.0,MAY2018,1.75,2.03,True,
2018-11-01,2018,11,Nov,City Center,Core,neighborhood,,vehicle,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,Columbia,Columbia,neighborhood,,individual,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,Columbia,Columbia,neighborhood,,tent,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,Columbia,Columbia,neighborhood,,total,24.0,MAY2018,1.75,2.03,True,
2018-11-01,2018,11,Nov,Columbia,Columbia,neighborhood,,vehicle,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,Cortez,Cortez,neighborhood,,individual,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,Cortez,Cortez,neighborhood,,tent,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,Cortez,Cortez,neighborhood,,total,46.0,MAY2018,1.75,2.03,True,
2018-11-01,2018,11,Nov,Cortez,Cortez,neighborhood,,vehicle,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,East Village,East Village,neighborhood,,individual,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,East Village,East Village,neighborhood,,tent,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,East Village,East Village,neighborhood,,total,473.0,MAY2018,1.75,2.03,True,
2018-11-01,2018,11,Nov,East Village,East Village,neighborhood,,vehicle,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,Gaslamp,Gaslamp,neighborhood,,individual,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,Gaslamp,Gaslamp,neighborhood,,tent,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,Gaslamp,Gaslamp,neighborhood,,total,69.0,MAY2018,1.75,2.03,True,
2018-11-01,2018,11,Nov,Gaslamp,Gaslamp,neighborhood,,vehicle,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,Marina,Marina,neighborhood,,individual,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,Marina,Marina,neighborhood,,tent,,MAY2018,1.75,2.03,True,not_reported
2018-11-01,2018,11,Nov,Marina,Marina,neighborhood,,total,41.0,MAY2018,1.75,2.03,True,
2018-11-01,2018,11,Nov,Marina,Marina,neighborhood,,vehicle,,MAY2018,1.75,2.03,True,not_reported
2018-12-01,2018,12,Dec,East Village - North East,North East EV,ev_subarea,East Village,total,78.0,MAY2018,1.75,2.03,True,
2018-12-01,2018,12,Dec,East Village - North West,North West EV,ev_subarea,East Village,total,82.0,MAY2018,1.75,2.03,True,
2018-12-01,2018,12,Dec,East Village - South East,South East EV,ev_subarea,East Village,total,288.0,MAY2018,1.75,2.03,True,
